URL,Words,Platform,Query,Title,Description,Language,Published Date,,,,
https://medium.com/the-mission/get-lost-c913948dde34,926,Medium,leaving manhattan,Get Lost! - James Altucher - Mediummedium.com › the-missionCached,"I remember going on a bus and leaving Manhattan. At that time, this was an unusual and scary thing for me to do. I sort of felt everything in the ...",en,2014-04-01,,,,
https://humanparts.medium.com/flowers-slipped-into-shattered-glass-aae5073904a8,1756,Medium,leaving manhattan,Flowers Slipped into Shattered Glass - Human Partshumanparts.medium.com › ...Cached,Everyone else had had the same idea: trucks had already been stopped from entering or leaving Manhattan. Food deliveries would be halted. I remember ...,en,2015-09-11,,,,
https://medium.com/visual-stories-2016/feb-7th-in-365-daily-moments-of-2016-a172de245c46,23,Medium,leaving manhattan,"March 7th; in “365 daily moments of 2016"" - Daily Stories from ...medium.com › visual-stories-2016Cached","Drama morning view when leaving Manhattan #NYC to NJ. “March 7th; in “365 daily moments of 2016""” is published by Petr Palan in Daily Stories from ...",en,2016-03-08,,,,
https://medium.com/the-coffeelicious/to-my-husband-on-leaving-manhattan-4b4de13e73e3,586,Medium,leaving manhattan,"To My Husband, on Leaving Manhattan - The Coffeelicious ...medium.com › the-coffeelicious › to-my-husband-on-leaving-manhat...Cached","We have danced together under strange stars, you and I. Our love was born in the cold and snow. And on the first date, our booted feet slipped",en,2016-03-12,,,,
https://medium.com/@zerobeta/why-im-leaving-manhattan-d0edfae8764,31,Medium,leaving manhattan,Why I'm Leaving Manhattan - Justin Paterno - Mediummedium.com › why-im-leaving-manhattan-d0edfae8764Cached,My wife works in Crown Heights and she has an hour and a half commute and it really sucks for her.. “Why I'm Leaving Manhattan” is published by Justin Paterno.,en,2016-07-28,,,,
https://medium.com/@mantry/come-for-the-food-c5169a08f1f6,280,Medium,leaving manhattan,Come For The Food - Mantry - Mediummedium.com › ...Cached,Leaving Manhattan to walk around the largest city in Hawaii sounded much less desirable. I couldn't have been more wrong. I wandered through the most ...,en,2017-02-17,,,,
https://medium.com/@matthewsheahan/the-view-from-the-express-bus-20816a3aa435,719,Medium,leaving manhattan,The view from the express bus - Matthew Sheahan - Mediummedium.com › ...Cached,"New job, new commute, new view: leaving Manhattan for home in Queens. Changing jobs means figuring out new benefits and pay scales, ...",en,2017-10-12,,,,
https://medium.com/@NovelPV/nycs-most-overlooked-landmarks-54e9620073b5,606,Medium,leaving manhattan,NYC's Most Overlooked Landmarks - Novel PV - Mediummedium.com › ...Cached,"For those leaving Manhattan to journey to Brooklyn, this bridge offers no finer passage. Edgar Allan Poe Cottage. If you can believe it, the iconic ...",en,2019-03-13,,,,
https://medium.com/triplemint-nyc/brooklyn-and-queens-reign-supreme-triplemint-nyc-real-estate-market-update-f29be466b542?source=rss------real_estate-5,296,Medium,leaving manhattan,Brooklyn and Queens Reign Supreme: Triplemint NYC Real ...medium.com › triplemint-nycCached,"Could this decline in prices be due to the increased demand in Brooklyn and Queens, leaving Manhattan in the dust? The number of listings is ...",en,2019-06-13,,,,
https://medium.com/@johnnyrobish/new-york-city-power-outage-hits-the-heart-of-manhattan-566bb2e1c369,249,Medium,leaving manhattan,New York City Power Outage Hits the Heart of Manhattanmedium.com › ...Cached,"Good grief, this blackout is leaving Manhattan residents as much in the dark as your average Trump supporter. Just goes to show, Trump and his people will go ...",en,2019-07-14,,,,
https://medium.com/@andrewjiang/why-im-leaving-new-york-5d53e3fd2539,997,Medium,leaving new york,Why I'm leaving New York - Andrew Jiang - Mediummedium.com › why-im-leaving-new-york-5d53e3fd2539CachedSimilar,"Oh New York. You've been my home for 6 years, through college and internships, from my first full-time job as a consultant to my current one in ...",en,2013-11-30,,,,
https://medium.com/p/89a38b1d3fb8?source=user_profile---------2------------------,18,Medium,leaving new york,Why I'm Leaving New York City – dr wolcheck – Mediummedium.com › ...,I'm going on a short vacation. “Why I'm Leaving New York City” is published by dr wolcheck.,en,2015-02-06,,,,
https://medium.com/@drw/why-im-leaving-new-york-city-89a38b1d3fb8,18,Medium,leaving new york,Why I'm Leaving New York City - dr wolcheck - Mediummedium.com › why-im-leaving-new-york-city-89a38b1d3fb8Cached,I'm going on a short vacation.. “Why I'm Leaving New York City” is published by dr wolcheck.,en,2015-02-06,,,,
https://medium.com/@battaglia/what-i-learned-on-leaving-new-york-after-three-years-b611633196be?source=post_page---------------------------,3115,Medium,leaving new york,What I learned on leaving New York after three years - Mediummedium.com › what-i-learned-on-leaving-new-york-after-three-years-b...,"These are my thoughts on moving out of New York after three years, in case you want to read what I've learned along the way, or how I spent ...",en,2015-07-31,,,,
https://medium.com/@mapmeld/leaving-new-york-a520a1d67628,1517,Medium,leaving new york,Leaving New York - Nick Doiron - Mediummedium.com › leaving-new-york-a520a1d67628Cached,"When I moved into my apartment in Woodside last December, I had reached my fifth borough. What was left for a nomad in New York? Between ...",en,2015-08-28,,,,
https://medium.com/@saramelotti/loving-and-leaving-new-york-the-hardest-choice-ive-ever-made-f56a5ca4a9b4,1589,Medium,leaving new york,LOVING AND LEAVING NEW YORK — The hardest choice I ...medium.com › loving-and-leaving-new-york-the-hardest-choice-ive-eve...,"Recently I went through a pretty major life change, an incredibly irrational and scary one to be exact: I left my beloved NYC and the life I had ...",en,2017-01-19,,,,
https://medium.com/p/d6cfd64e9b02?source=user_profile---------8-------------------,978,Medium,leaving new york,Please Let Me Leave This Godforsaken Hellhole - Bullshit.ISTmedium.com › ...CachedSimilar,"However, as a creative class millennial in 2017, I understand that I am required to write an introspective, thought-provoking “Leaving New York” ...",en,2017-03-16,,,,
https://medium.com/@chatatap/leaving-new-york-c9459b0be3d4,734,Medium,leaving new york,Leaving New York… - Chatura Atapattu - Mediummedium.com › leaving-new-york-c9459b0be3d4Cached,"and leaving Google. Yesterday was my last day at Google, after what has been a rollercoaster 4+ years. As I type, I'm at the Frankfurt airport, ...",en,2017-04-30,,,,
https://medium.com/@evanfordebarden/why-im-leaving-new-york-for-a-cabin-in-the-woods-until-carly-rae-jepsen-releases-her-new-album-2f322593b61c,73,Medium,leaving new york,Why I'm Leaving New York For A Cabin In The Woods Until ...medium.com › why-im-leaving-new-york-for-a-cabin-in-the-woods-u...Cached,"Honestly, I just need to disconnect with the swirling rumors and speculation and live a simple life off-the-grid until I can return to society with the ...",en,2017-09-22,,,,
https://medium.com/@leepngo/day-271-leaving-new-york-next-stop-miami-5128f6f0439e,60,Medium,leaving new york,Day 271: Leaving New York. Next stop: Miami. - Lee Ngo ...medium.com › day-271-leaving-new-york-next-stop-miami-5128f6f0...Cached,I'll hopefully re-center while I'm in South Beach.. “Day 271: Leaving New York. Next stop: Miami.” is published by Lee Ngo.,en,2017-09-29,,,,
https://medium.com/@knoland/so-youre-leaving-new-york-cf7f29f97aca,20,Medium,leaving new york,So You're Leaving New York - Jonathan Blair - Mediummedium.com › so-youre-leaving-new-york-cf7f29f97acaCached,That's cool. Don't write a blog post about it.. “So You're Leaving New York” is published by Jonathan Blair.,en,2017-12-05,,,,
https://medium.com/@MrCalvinWalker/im-leaving-new-york-city-441da2f935ef,1163,Medium,leaving new york,I'm Leaving New York City - Calvin Walker - Mediummedium.com › im-leaving-new-york-city-441da2f935efCached,"This must be the wrong address,” my mother said as we slowed to a halt in front of the apartment building I would be living in for the summer.",en,2018-04-20,,,,
https://medium.com/@MrCalvinWalker/7-reasons-why-im-sad-to-leave-new-york-city-b579f0fe8fdc,1365,Medium,leaving new york,7 Reasons Why I'm Sad to Leave New York City - Calvin ...medium.com › ...Cached,"After years of ups-and-downs, I'm putting my self-care first and leaving New York City. A little distance will do us good. I can feel it already.",en,2018-05-03,,,,
https://medium.com/@LockeVictoria/finding-my-place-thoughts-on-leaving-and-maybe-returning-to-new-york-2d14d7793a7b,1804,Medium,leaving new york,Finding My Place: Thoughts on Leaving (and Maybe ... - Mediummedium.com › ...Cached,"At that point, I hadn't even considered leaving New York any time soon. But as they began to head out, one by one, the realization that I could ...",en,2018-05-21,,,,
https://medium.com/@lulupho/on-leaving-new-york-9ed0260a0e0d,1528,Medium,leaving new york,On Leaving New York - Lulu P. - Mediummedium.com › on-leaving-new-york-9ed0260a0e0d,Six and a half years ago I landed in New York after a whirlwind departure from London. My boyfriend at the time didn't want to be in London ...,en,2018-06-11,,,,
https://medium.com/@mattbettinson_28986/why-im-leaving-new-york-city-9294cadcce70,19,Medium,leaving new york,Why I'm Leaving New York City - Matt Bettinson - Mediummedium.com › why-im-leaving-new-york-city-9294cadcce70Cached,Was too poor and had no friends. “Why I'm Leaving New York City” is published by Matt Bettinson.,en,2018-06-13,,,,
https://medium.com/@scytop/why-im-leaving-new-york-city-f5b7f02bf491,18,Medium,leaving new york,Why I'm leaving New York City - Jonathan Chu - Mediummedium.com › why-im-leaving-new-york-city-f5b7f02bf491Cached,The F train fuckin' blows lmao. “Why I'm leaving New York City” is published by Jonathan Chu.,en,2018-09-15,,,,
https://medium.com/@BetoORourke/i-had-been-to-ulysses-kansas-once-before-briefly-312e9dac8011,1813,Medium,leaving new york,"I had been to Ulysses, Kansas once before, briefly. - Mediummedium.com › ...Cached","One of the funnest times in my life. Carefree, leaving New York City behind, and coming back home. Didn't know for sure what I'd be doing, but it was a chance ...",en,2019-01-19,,,,
https://medium.com/@jimmyblackmon/why-im-leaving-new-york-e47b1f005b59?source=rss------new_york-5,986,Medium,leaving new york,Why I'm Leaving New York - Jimmy Blackmon - Mediummedium.com › why-im-leaving-new-york-e47b1f005b59Cached,"New York came to me first in a dream. My dream was scored to the off kilter rhythms of Scott Joplin and the honking of taxi cabs, and filled with the mythic ...",en,2019-04-09,,,,
https://medium.com/one-table-one-world/an-introvert-in-new-york-8d2745d0dc84,590,Medium,leaving new york,"An Introvert In New York - One Table, One World - Mediummedium.com › one-table-one-worldCached","We're most likely going to make our way back to Las Vegas, this time for good, but leaving New York for me was like leaving a completely ...",en,2019-05-27,,,,
https://medium.com/@mattybaetz/a-goodbye-to-new-york-city-cd06e928147a,661,Medium,leaving new york,A Goodbye to New York City - Matt Baetz - Mediummedium.com › ...Cached,Today we're leaving New York. It's not the first time I've left this city and because of the love I feel for it I depart knowing there is a good chance ...,en,2019-06-27,,,,
https://medium.com/@minaliu/leaving-new-york-780a32817241,1845,Medium,leaving new york,Leaving New York. - Mina Derian - Mediummedium.com › leaving-new-york-780a32817241Cached,"I love you, but I'm not in love with you anymore. This June marked my eighth anniversary in New York, and it will be my last. The love affair I had ...",en,2019-07-05,,,,
https://medium.com/@matt_ufford/why-im-leaving-new-york-bf3b036aa057,41,Medium,leaving new york,Why I'm Leaving New York - Matt Ufford - Mediummedium.com › why-im-leaving-new-york-bf3b036aa057Cached,"Why I'm Leaving New York. Over the course of 15 years in Manhattan and Brooklyn, I forged a career, met my wife, and started a family. So why ...",en,2019-07-29,,,,
https://medium.com/@jackhenrythompson11/leaving-new-york-on-saying-goodbye-to-home-2c33b8620616,1783,Medium,leaving new york,Leaving New York: On Saying Goodbye to Home - Jack Henry ...medium.com › leaving-new-york-on-saying-goodbye-to-home-2c33b8...,"It was early spring, the air was clear and time moved slow, bled away. It was a day that I spent packing things into boxes, emptying drawers ...",en,2019-08-11,,,,
https://medium.com/moe-farms/more-people-flee-new-york-each-day-than-any-other-us-city-a99c430237f3,553,Medium,leaving new york,More People Flee New York Each Day Than Any Other US Citymedium.com › moe-farmsCached,"The blow of people leaving New York has been somewhat softened by international migrant inflows. Close to 200,000 New Yorkers sought to ...",en,2019-08-31,,,,
https://medium.com/@seanraf/leaving-new-york-e85a2d3f5eec,1412,Medium,leaving new york,Leaving New York - Sean Raftery - Mediummedium.com › leaving-new-york-e85a2d3f5eecCached,"I am leaving New York City. Perhaps, more accurately, I am changing my primary residence from New York City to Austin, Texas; and I am ...",en,2019-09-26,,,,
https://medium.com/@shounakbagchi/love-leaving-and-new-york-city-bd495ad0cfd6,1342,Medium,leaving new york,"Love, Leaving, and New York City - Shounak Bagchi - Mediummedium.com › ...Cached","Leaving New York pieces are now a cultural commodity, a dime a dozen affair. 277 people are leaving New York everyday. As a result, the ...",en,2019-10-16,,,,
https://medium.com/unestablishment/could-the-last-designer-leaving-new-york-please-turn-off-the-lights-4a7795368182,486,Medium,leaving new york,Could The Last Designer Leaving New York Please Turn Off ...medium.com › unestablishment › could-the-last-designer-leaving-new...Cached,"In just the last week, Barneys has departed to become a sub-brand of Saks Fith Avenue, Zac Posen has shuttered his business and Tiffany ...",en,2019-11-05,,,,
https://medium.com/@IvyMiller/why-im-leaving-new-york-city-for-costa-rica-8db0c8e6169d,842,Medium,leaving new york,Why I'm Leaving New York City for Costa Rica - Ivy Miller ...medium.com › why-im-leaving-new-york-city-for-costa-rica-8db0c8e...Cached,"I haven't told too many people about this decision because a lot of the time, I'm met with judgment. I get questions like, “ Shouldn't you be ...",en,2019-11-05,,,,
https://medium.com/letters-from-london/transatlantic-c03815a6b34f,1637,Medium,leaving new york city,Transatlantic - Letters from London - Mediummedium.com › letters-from-london,"I was leaving New York City in July, but I wouldn't leave the country until September. Before that, I would move back upstate, to take bets at the thoroughbred ...",en,2013-09-24,,,,
https://medium.com/rebecca-marx/neither-here-nor-there-109fe3583de7?source=---------5------------------,1043,Medium,leaving new york city,Neither Here Nor There - Rebecca Marx - Mediummedium.com › rebecca-marxCached,"Since leaving New York City three weeks earlier, I'd felt unmoored, adrift between what I'd already done with my life and whatever it was I was going to do with it, ...",en,2013-11-06,,,,
https://medium.com/@Seandor/leaving-new-york-city-cce077b2b7f3,3095,Medium,leaving new york city,Seandor Szeles – Mediummedium.com › ...Cached,"Leaving New York City. An Assistant Who Never Became A Screenwriter. During my junior year of college, I took a film theory class as an elective. I rented a few ...",en,2014-03-29,,,,
https://medium.com/@fay_jai/28-to-29-136f76f1b5c6?source=---------24------------------,562,Medium,leaving new york city,28 to 29 - Willson Mock - Mediummedium.com › ...Cached,"Leaving New York City in itself was tough. So much of me is tied to NYC — it's been my network for so many years, from school, to work, to my ...",en,2014-05-19,,,,
https://medium.com/@thechelseagrin/so-many-falls-ago-8aafeeee084f,1698,Medium,leaving new york city,[so many falls ago] - Chelsea Batten - Mediummedium.com › ...Cached,"isn't it funny i should feel no regret right now? i'm leaving new york city. i'm going back to my home country, land of valley girls and ubiquitous ...",en,2014-09-25,,,,
https://medium.com/@sanglucci/for-family-reflections-on-the-costs-of-rationalization-a224f88eb034,997,Medium,leaving new york city,For Family: Reflections on the Costs of Rationalization - Mediummedium.com › ...Cached,"After leaving New York City, I went through a period of reflection where questioning my recent departure became a frequent deliberation. I moved to NYC with ...",en,2014-11-07,,,,
https://medium.com/the-billfold/welcome-to-kingston-now-leave-20376deada8a,1816,Medium,leaving new york city,Welcome to Kingston. Now Leave - The Billfold - Mediummedium.com › the-billfoldCached,"... Manhattan book events for the two essay anthologies I've edited about loving and leaving New York City, a good number of people have…",en,2014-11-11,,,,
https://medium.com/@austinsamsel/tired-of-new-york-city-5-places-to-try-next-b429e24ed3cc,429,Medium,leaving new york city,Tired of New York City? 5 Places To Try Next. - Austin Samsel ...medium.com › ...Cached,Even leaving New York City is kinda hard. So I did some quick googling and here are 5 totally “next” destinations where we should all go.,en,2015-08-28,,,,
https://medium.com/@global_nomads/on-our-way-to-peru-let-s-talk-literacy-a1b15bf22734,297,Medium,leaving new york city,On Our Way to Peru! Let's Talk Literacy! - Global Nomads ...medium.com › ...Cached,"I will be leaving New York City on Friday to travel to Luis Pata, Peru to bring YOU the final webcast of the Literacy Challenge. Since last ...",en,2015-09-02,,,,
https://medium.com/@pilotbacon/2015-s-top-five-b5642b1350cd,2304,Medium,leaving new york city,2015's top five - p-lot - Mediummedium.com › ...Cached,3. not writing an essay about leaving new york city. I did not move out of New York City because I don't think that I will ever move out of New ...,en,2015-12-08,,,,
https://medium.com/@nilegirl/a-year-without-me-gave-me-back-my-life-fb80b0500306,662,Medium,leaving new york city,"A Year Without Me, Gave Me Back My Life - Ezinne Ukoha ...medium.com › ...Cached",I was living in New Orleans after leaving New York City for good. I accepted an invitation from someone that I thought was a friend but later ...,en,2015-12-17,,,,
https://medium.com/@alexanderfine/in-defense-of-guy-fieri-40beba302481,1453,Medium,leaving new york city,In Defense of Guy Fieri - Alexander Fine - Mediummedium.com › ...Cached,"She was leaving New York City the next day to start her career in San Francisco. She had bought me a giftcard for my birthday the year before, ...",en,2016-01-15,,,,
https://medium.com/core-impulse/founders-of-new-york-brian-pallas-founder-of-opportunity-network-f4689ea2da18,1255,Medium,leaving new york city,"Founders of New York: Brian Pallas, Founder of Opportunity ...medium.com › core-impulseCachedSimilar","But since most of his team is in Barcelona, Brian will be leaving New York City and his wife will be staying here. “Not seeing my wife as much as ...",en,2016-04-19,,,,
https://medium.com/500-stories/las-startup-ecosystem-talent-capital-and-velocity-73b838b0411a,1886,Medium,leaving new york city,"LA's Startup Ecosystem: Talent, Capital, and... Velocity? - 500 ...medium.com › 500-storiesCachedSimilar","“The idea of leaving New York City was very big move for a lifetime east coaster, but starting somewhere new really recalibrates the wires in ...",en,2016-04-28,,,,
https://medium.com/@rickbellingham/endings-and-beginnings-beb42a0ba362,1073,Medium,leaving new york city,Endings and Beginnings - Perspectives & Possibilitiesmedium.com › Spiritual HealthCached,"Not only has the book group ended, but we are leaving New York City. My wife and I have lived on the East Cost since 1980, and we have ...",en,2016-04-29,,,,
https://medium.com/@katherinerc/happy-mothers-day-me-mom-8-weeks-traveling-in-asia-93b7612862d6,3365,Medium,leaving new york city,Me + Mom + 8 weeks traveling in Asia - Katherine Conaway ...medium.com › ...Cached,We'd been traveling together for over a month since leaving New York City on March 30 to begin our adventure. While we expected from the ...,en,2016-05-08,,,,
https://medium.com/@HarlemFocus/gimme-my-money-harlem-reacts-to-minimum-wage-increase-ff5eb1c9ea08?source=rss-------1,466,Medium,leaving new york city,Gimme My Money! Harlem Reacts to Minimum Wage Increasemedium.com › ...,"“I have been thinking about leaving New York City but maybe this increase will keep me here,” says Culley who works for a major clothing retailer. “I still live with ...",en,2016-05-11,,,,
https://medium.com/@ramshackleglam/we-were-crazy-city-kids-living-a-crazy-city-life-and-then-one-day-we-decided-to-leave-it-all-8163abb32cd0,1178,Medium,leaving new york city,This Kind Of Life - Jordan Reid - Mediummedium.com › ...Cached,"... or that we haven't thought through: we've been circling the idea of leaving New York City for a good two years, and have spent the past many ...",en,2016-05-24,,,,
